"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5660","motesanib","Synthetic organic",,,,"178102288","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.220000267028809","","IC50","","6.0","","=","","","","23098265"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.889999866485596","","IC50","","13.0","","=","","","","18559524"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","8914","onatasertib","Synthetic organic",,,,"310264695","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.190000057220459","","IC50","","651.0","","=","","","","26083478"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5698","pazopanib","Synthetic organic",,,,"178102325","true","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","7.329999923706055","","IC50","","47.0","","=","","","","18620382"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9917","pexmetinib","Synthetic organic",,,,"363894211","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.380000114440918","","IC50","","42.0","","=","","","","27287719"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","10155","RIPK1 inhibitor 22b","Synthetic organic",,,,"381118865","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.699999809265137","","IC50","","20.0","","=","","","","30480444"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9920","sitravatinib","Synthetic organic",,,,"363894214","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.699999809265137","","IC50","","2.0","","=","In a biochemical enzyme activity assay.","","","26675259"
"fms related receptor tyrosine kinase 4","1814",,"Flt4","P35917","ENSMUSG00000020357",,"",,,,,"","Mouse","5711","sorafenib","Synthetic organic",,,,"178102337","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.699999809265137","","IC50","","20.0","","=","","","","15466206"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5713","sunitinib","Synthetic organic",,,,"178102339","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.050000190734863","","IC50","","8.899999618530273","","=","","","","20570526"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","9921","tafetinib","Synthetic organic",,,,"363894215","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","7.920000076293945","","IC50","","11.899999618530273","","=","In a radiometric biochemical protein kinase assay.","","","21638122"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","7944","tesevatinib","Synthetic organic",,,,"249565627","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.0600004196167","","IC50","","8.699999809265137","","=","","","","17575237"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","6058","tivozanib","Synthetic organic",,,,"178102679","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.619999885559082","","IC50","","0.23999999463558197","","=","","","","23098265"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5705","vatalanib","Synthetic organic",,,,"178102332","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.710000038146973","","IC50","","195.0","","=","","","","12477352"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","6057","VEGF receptor tyrosine kinase inhibitor III","Synthetic organic",,,,"178102678","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.900000095367432","","IC50","","125.0","","=","","","","18077363"
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5087","VEGFC","Peptide",,"VEGFC","Human","178101780","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5088","VEGFD","Peptide",,"VEGFD","Human","178101781","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"fms related receptor tyrosine kinase 4","1814",,"FLT4","P35916","ENSG00000037280",,"",,,,,"","Human","5089","VEGFE","Peptide",,"PDGFC","Human","178101782","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"GDNF family receptor &alpha;1","1743",,"GFRA1","P56159","ENSG00000151892",,"",,,,,"","Human","4851","[<sup>125</sup>I]GDNF (rat)","Peptide",,,,"178101552","false","None","None",,"Non-selective","false","false",,"pKd","11.52","","10.2","Kd","0.063","","0.003",,,,,"8657309|9192898"
"GDNF family receptor alpha like","2977",,"GFRAL","Q6UXV0","ENSG00000187871",,"",,,,,"","Human","9735","growth differentiation factor 15","Peptide",,"GDF15","Human","354702211","false","Agonist","Agonist","","Not Determined","true","false","","pKd","","7.599999904632568","","Kd","","25.0","","=","Native GDF15 binding to the extracellular domain of GFRAL <i>in vitro</i>.","","","28846098"
"GDNF family receptor alpha like","2977",,"GFRAL","Q6UXV0","ENSG00000187871",,"",,,,,"","Human","12843","LY3463251","Peptide",,,,"483123391","false","Agonist","Agonist","","Not Determined","false","false","","pEC50","","7.260000228881836","","EC50","","54.70000076293945","","=","In vitro functional activity of LY3463251","","","36630958"
"GDNF family receptor alpha like","2977",,"GFRAL","Q6UXV0","ENSG00000187871",,"",,,,,"","Human","12843","LY3463251","Peptide",,,,"483123391","false","Agonist","Agonist","","Not Determined","false","false","","pKd","","8.510000228881836","","Kd","","3.0999999046325684","","=","Binding affinity for GFRAL receptor construct  D2-D3-ECD-HIS","","","36630958"
"GDNF family receptor alpha like","2977",,"Gfral","Q6SJE0","ENSMUSG00000059383",,"",,,,,"","Mouse","12843","LY3463251","Peptide",,,,"483123391","false","Agonist","Agonist","","Not Determined","false","false","","pEC50","","6.869999885559082","","EC50","","136.1999969482422","","=","In vitro functional activity of LY3463251","","","36630958"
"GDNF family receptor alpha like","2977",,"GFRAL","Q6UXV0","ENSG00000187871",,"",,,,,"","Human","12844","GRASP","Peptide",,,,"483123392","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","7.130000114440918","","Kd","","74.0999984741211","","=","Binding affinity determined by SPR with immobilized GRASP and GFRAL–ECD in the mobile phase","","","37506293"
"glucocorticoid-induced TNF receptor","1890",,"TNFRSF18","Q9Y5U5","ENSG00000186891",,"",,,,,"","Human","5072","TL6","Peptide",,"TNFSF18","Human","178101765","false","None","None",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"GM-CSF receptor, &alpha; subunit","1707",,"CSF2RA","P15509","ENSG00000198223",,"",,,,,"","Human","4942","GM-CSF","Peptide",,"CSF2","Human","178101640","false","Agonist","Agonist",,"Non-selective","true","false",,"-","","","",,"","","",,,,,
"GM-CSF receptor, &alpha; subunit","1707",,"CSF2RA","P15509","ENSG00000198223",,"",,,,,"","Human","7785","mavrilimumab","Antibody",,,,"223366117","false","Antibody","Binding","","Selective","false","true","","pIC50","","9.859999656677246","","IC50","","0.13899999856948853","","=","","","",
"Granulocyte colony-stimulating factor receptor","1719",,"CSF3R","Q99062","ENSG00000119535",,"",,,,,"","Human","4934","G-CSF","Peptide",,"CSF3","Human","178101632","true","Agonist","Agonist","","Non-selective","true","false","","-","","","","-","","","","=","","","",
"Granulocyte colony-stimulating factor receptor","1719",,"CSF3R","Q99062","ENSG00000119535",,"",,,,,"","Human","6969","pegfilgrastim","Peptide",,,,"178103549","true","Agonist","Agonist","","Not Determined","false","true","","-","","","","-","","","","=","","","",
"Granulocyte colony-stimulating factor receptor","1719",,,,,,"",,,,,"","Monkey","11761","anumigilimab","Antibody",,,,"458923796","false","Antibody","Binding","","Not Determined","false","false","","pKd","","9.3100004196167","","Kd","","0.49000000953674316","","=","Binding of immobilised antibody to cynomolgus monkey CSF3R","","",
"Granulocyte colony-stimulating factor receptor","1719",,"CSF3R","Q99062","ENSG00000119535",,"",,,,,"","Human","11761","anumigilimab","Antibody",,,,"458923796","false","Antibody","Binding","","Not Determined","false","true","","pKd","","8.850000381469727","","Kd","","1.399999976158142","","=","Binding of immobilised antibody to hCSF3R","","",
"Granulocyte macrophage colony-stimulating factor receptor","2309","1707|2306","CSF2RA|CSF2RB","P32927|P15509","ENSG00000198223|ENSG00000100368",,"",,,,,"","Human","4934","G-CSF","Peptide",,"CSF3","Human","178101632","true","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Granulocyte macrophage colony-stimulating factor receptor","2309","1707|2306","CSF2RA|CSF2RB","P32927|P15509","ENSG00000198223|ENSG00000100368",,"",,,,,"","Human","4942","GM-CSF","Peptide",,"CSF2","Human","178101640","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Growth/differentiation factor receptors","2587","1786|1789|1787|1790|1788|1794|1791|1792","BMPR1A|ACVR1B|TGFBR1|BMPR1B|ACVR1C|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P36896|P36897|Q13705|Q13873|Q8NER5","ENSG00000106799|ENSG00000107779|ENSG00000114739|ENSG00000121989|ENSG00000123612|ENSG00000135503|ENSG00000138696|ENSG00000204217",,"",,,,,"","Human","4936","growth/differentiation factor-1","Peptide",,"GDF1","Human","178101634","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Growth/differentiation factor receptors","2587","1786|1789|1787|1790|1788|1794|1791|1792","BMPR1A|ACVR1B|TGFBR1|BMPR1B|ACVR1C|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P36896|P36897|Q13705|Q13873|Q8NER5","ENSG00000106799|ENSG00000107779|ENSG00000114739|ENSG00000121989|ENSG00000123612|ENSG00000135503|ENSG00000138696|ENSG00000204217",,"",,,,,"","Human","4937","growth/differentiation factor-10","Peptide",,"GDF10","Human","178101635","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Growth/differentiation factor receptors","2587","1786|1789|1787|1790|1788|1794|1791|1792","BMPR1A|ACVR1B|TGFBR1|BMPR1B|ACVR1C|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P36896|P36897|Q13705|Q13873|Q8NER5","ENSG00000106799|ENSG00000107779|ENSG00000114739|ENSG00000121989|ENSG00000123612|ENSG00000135503|ENSG00000138696|ENSG00000204217",,"",,,,,"","Human","4938","growth/differentiation factor-3","Peptide",,"GDF3","Human","178101636","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Growth/differentiation factor receptors","2587","1786|1789|1787|1790|1788|1794|1791|1792","BMPR1A|ACVR1B|TGFBR1|BMPR1B|ACVR1C|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P36896|P36897|Q13705|Q13873|Q8NER5","ENSG00000106799|ENSG00000107779|ENSG00000114739|ENSG00000121989|ENSG00000123612|ENSG00000135503|ENSG00000138696|ENSG00000204217",,"",,,,,"","Human","4877","growth/differentiation factor-7","Peptide",,"GDF7","Human","178101577","false","Agonist","Agonist","","Non-selective","true","false","","-","","","","-","","","","=","","","",
"Growth/differentiation factor receptors","2587","1786|1789|1787|1790|1788|1794|1791|1792","BMPR1A|ACVR1B|TGFBR1|BMPR1B|ACVR1C|ACVR2A|ACVR2B|BMPR2","O00238|P27037|P36894|P36896|P36897|Q13705|Q13873|Q8NER5","ENSG00000106799|ENSG00000107779|ENSG00000114739|ENSG00000121989|ENSG00000123612|ENSG00000135503|ENSG00000138696|ENSG00000204217",,"",,,,,"","Human","4939","growth/differentiation factor-9","Peptide",,"GDF9","Human","178101637","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","",
"Growth hormone receptor","1720",,"GHR","P10912","ENSG00000112964",,"",,,,,"","Human","4943","growth hormone 1","Peptide",,"GH1","Human","178101641","true","Agonist","Agonist","","Non-selective","true","true","","pKd","","9.039999961853027","","Kd","","0.9100000262260437","","=","Binding affinity of recombinant GH1 (somatropin), to immobilised hGHR by SPR","","","26713839"
"Growth hormone receptor","1720",,"GHR","P10912","ENSG00000112964",,"",,,,,"","Human","4944","growth hormone 2","Peptide",,"GH2","Human","178101642","false","Agonist","Agonist","","Non-selective","true","false","","-","","","","-","","","","=","","","",
"Growth hormone receptor","1720",,"Ghr","P16310","ENSRNOG00000015654",,"",,,,,"","Rat","12013","somatrogon","Peptide",,,,"464244154","true","Agonist","Agonist","","Not Determined","false","false","","pKd","","8.289999961853027","","Kd","","5.119999885559082","","=","","","","26713839"
"Growth hormone receptor","1720",,,,,,"",,,,,"","Monkey","12013","somatrogon","Peptide",,,,"464244154","true","Agonist","Agonist","","Not Determined","false","false","","pKd","","7.940000057220459","","Kd","","11.460000038146973","","=","","","","26713839"
"Growth hormone receptor","1720",,"GHR","P10912","ENSG00000112964",,"",,,,,"","Human","12013","somatrogon","Peptide",,,,"464244154","true","Agonist","Agonist","","Not Determined","false","false","","pKd","","8.199999809265137","","Kd","","6.380000114440918","","=","Binding affinity determined by SPR assay","","","26713839"
"Growth hormone receptor","1720",,"GHR","P10912","ENSG00000112964",,"",,,,,"","Human","7485","pegvisomant","Peptide",,,,"187051788","true","Antagonist","Antagonist","","Not Determined","false","true","","-","","","","-","","","","=","","","","10770982"
"Guanylyl cyclase-A","1747",,"NPR1","P16066","ENSG00000169418",,"",,,,,"","Human","9066","cenderitide","Peptide",,,,"315661151","false","Agonist","Agonist","","Selective","false","false","","-","","","","-","","","","=","","","","23272242"
"Guanylyl cyclase-A","1747",,"NPR1","P16066","ENSG00000169418",,"",,,,,"","Human","9070","<i>Dendroaspis</i> natriuretic peptide","Peptide",,,,"315661155","false","Agonist","Agonist","","Selective","false","false","","pKd","","9.699999809265137","","Kd","","0.20000000298023224","","=","Binding affinity for the iodinated peptide.","","","16778132"
"Guanylyl cyclase-A","1747",,"NPR1","P16066","ENSG00000169418",,"",,,,,"","Human","10211","mutant ANP","Peptide",,,,"381744893","false","Agonist","Agonist","","Not Determined","true","false","","-","","","","-","","","","=","","","","19729120"
"Guanylyl cyclase-A","1747",,"Npr1","P18910","ENSRNOG00000014684",,"",,,,,"","Rat","9067","PL-3994","Peptide",,,,"315661152","false","Agonist","Agonist","","Not Determined","false","false","","pKi","","8.0","","Ki","","10.0","","=","","","","23154072"
